Taxa,BGEM-0198-S,BGEM-0179-S,BGEM-0030-S,BGEM-0138-S,BGEM-0082-S,BGEM-0268-S,BGEM-0212-N,BGEM-0253-N,BGEM-0108-S,BGEM-0146-N,BGEM-0061-N,BGEM-0099-S,BGEM-0193-N,BGEM-0256-N,BGEM-0097-S,BGEM-0202-N,BGEM-0013-S,BGEM-0269-S,BGEM-0223-N,BGEM-0029-S,BGEM-0022-S,BGEM-0199-S,BGEM-0170-S,BGEM-0166-S,BGEM-0074-S,BGEM-0188-S,BGEM-0236-S,BGEM-0150-S,BGEM-0213-S,BGEM-0158-S,BGEM-0141-N,BGEM-0162-S,BGEM-0115-S,BGEM-0235-N,BGEM-0047-S,BGEM-0078-S,BGEM-0255-S,BGEM-0173-S,BGEM-0051-S,BGEM-0001-N,BGEM-0133-S,BGEM-0191-N,BGEM-0127-N,BGEM-0037-S,BGEM-0052-S,BGEM-0134-S,BGEM-0080-S,BGEM-0244-S,BGEM-0204-N,BGEM-0083-S,BGEM-0036-S,BGEM-0196-N,BGEM-0120-N,BGEM-0117-S,BGEM-0088-N,BGEM-0182-N,BGEM-0039-N,BGEM-0153-S,BGEM-0247-N,BGEM-0254-S,BGEM-0225-N,BGEM-0211-N,BGEM-0095-S,BGEM-0034-S,BGEM-0257-S,BGEM-0046-N,BGEM-0102-N,BGEM-0266-S,BGEM-0264-S,BGEM-0028-S,BGEM-0014-S,BGEM-0023-S,BGEM-0259-N,BGEM-0090-N,BGEM-0063-N,BGEM-0226-S,BGEM-0024-S,BGEM-0114-S,BGEM-0140-N,BGEM-0169-S,BGEM-0151-N,BGEM-0107-N,BGEM-0123-N,BGEM-0160-S,BGEM-0129-N,BGEM-0071-S,BGEM-0032-S,BGEM-0085-N,BGEM-0011-S,BGEM-0152-N,BGEM-0192-N,BGEM-0010-S,BGEM-0250-S,BGEM-0227-N,BGEM-0201-N,BGEM-0265-S,BGEM-0033-S,BGEM-0178-S,BGEM-0239-N,BGEM-0050-S,BGEM-0006-S,BGEM-0167-S,BGEM-0260-N,BGEM-0174-N,BGEM-0068-S,BGEM-0005-N,BGEM-0038-N,BGEM-0203-N,PHZ51,BGEM-0243-S,BGEM-0031-S,BGEM-0025-S,BGEM-0206-N,BGEM-0066-N,BGEM-0059-S,BGEM-0130-N,BGEM-0164-S,BGEM-0246-N,BGEM-0125-N,BGEM-0145-N,BGEM-0073-S,BGEM-0165-S,BGEM-0240-N,BGEM-0040-N,BGEM-0048-S,BGEM-0233-S,BGEM-0157-N,BGEM-0210-N,BGEM-0218-S,BGEM-0262-S,BGEM-0007-S,BGEM-0042-S,BGEM-0008-S,BGEM-0100-S,BGEM-0067-S,BGEM-0215-N,BGEM-0019-S,BGEM-0045-N,BGEM-0124-N,BGEM-0018-S,BGEM-0026-S,BGEM-0079-S,BGEM-0258-S,BGEM-0197-S,BGEM-0242-N,BGEM-0136-S,BGEM-0228-N,BGEM-0087-N,BGEM-0137-S,BGEM-0263-S,BGEM-0261-S,BGEM-0200-S,PHB47,BGEM-0041-S,BGEM-0209-N,BGEM-0054-S,BGEM-0027-S,BGEM-0131-N,BGEM-0270-S,BGEM-0184-N,BGEM-0118-S,BGEM-0190-N,BGEM-0121-N,BGEM-0089-N,BGEM-0110-N,BGEM-0126-N,BGEM-0035-S,BGEM-0094-S,BGEM-0207-N,BGEM-0055-S,BGEM-0222-S,BGEM-0070-S,BGEM-0186-S,BGEM-0237-N,BGEM-0116-S,BGEM-0172-S,BGEM-0111-S,BGEM-0112-S,BGEM-0072-S,BGEM-0113-S,BGEM-0175-S,BGEM-0149-S,BGEM-0049-S,BGEM-0156-S,BGEM-0221-S,BGEM-0252-S,BGEM-0122-N,BGEM-0224-N,BGEM-0205-N,BGEM-0003-N,BGEM-0187-S,BGEM-0044-S,BGEM-0161-S,BGEM-0155-S,BGEM-0216-N,BGEM-0144-N,BGEM-0012-S,BGEM-0154-S,BGEM-0248-N,BGEM-0143-N,BGEM-0159-S
BGEM-0198-S,1.848609794,0.578125008,0.401007628,0.40805663,0.218527688,0.236916787,-0.730183896,-0.651020655,0.270173103,-0.72343518,-0.612893304,0.419101353,-0.788585231,-0.787836975,0.436684562,-0.761245872,0.415298508,-0.691764775,-0.601216246,0.355974378,0.434060916,0.675190408,0.607297514,-0.683049961,0.383133959,0.585489358,0.488385972,0.520618961,0.413894012,0.524942148,-0.583910401,0.652063226,0.156920803,-0.737686436,0.53346343,-0.77135896,0.39201316,0.516160204,0.488278236,-0.716284337,0.55733232,-0.748894238,-0.537276176,0.335207232,-0.726224195,0.401694321,0.50225213,0.543588306,-0.793515865,0.577752681,0.627260734,-0.554335114,-0.498241749,0.139874637,-0.495771356,-0.850190152,-0.658104368,0.550746353,-0.656316411,0.58060588,-0.563248371,-0.788309834,0.545961769,0.427307615,0.337325927,-0.313956825,-0.775520706,-0.668189621,-0.735926642,0.468457463,0.300197671,0.451063202,-0.772353797,-0.644309269,-0.710359194,0.550982128,0.447070099,0.162553848,-0.692503862,0.606188064,-0.607803196,0.547210064,-0.442202088,0.44664767,0.430656594,0.448494243,0.342783124,-0.036569804,0.463777995,-0.359695106,-0.788646795,0.474088216,0.406837807,0.385263788,-0.704863356,0.35830396,0.579427662,0.496658054,-0.858320114,0.569980638,0.795748769,0.550817413,0.545090713,-0.854952141,0.539550013,0.592678187,-0.645934803,-0.675568051,-0.910954799,0.484223898,0.574246846,0.464112336,-0.618089839,-0.715816717,0.356024807,-0.650090001,0.623947775,-0.844661241,-0.740424695,-0.723676194,0.488289698,-0.630235171,-0.67980839,-0.666533305,0.503885196,0.573990768,-0.737999493,-0.656192957,0.460214853,-0.672618251,-0.225110785,0.536292724,0.679914412,0.38321255,0.390947262,0.676317214,0.487364938,-0.73703249,-0.687481539,0.512476228,0.380641626,0.391215456,0.357557669,-0.133369958,-0.809692613,0.603722911,-0.797076714,-0.634627125,0.462743862,-0.731559575,0.50020384,0.425964355,0.591511758,0.449961611,-0.763029244,0.436219562,0.539595531,-0.552340527,0.280161426,-0.766430946,0.156388673,-0.811880404,-0.106222493,-0.514651324,-0.583697549,-0.722971818,0.319396917,-0.577356198,-0.592945802,0.464394283,0.54974071,0.450633241,0.529327226,-0.644520157,0.156511145,0.558361869,0.143334627,0.166680556,0.515506585,0.140682819,-0.766617601,0.400077956,0.359071537,0.521728411,0.67692859,0.591838241,-0.887207071,-0.543328703,-0.801165764,-0.710408968,0.406955039,0.629090933,0.406107561,0.66023805,-0.712271914,-0.752803837,0.575634968,0.687629149,0.464190273,-0.810228345,0.428470441
BGEM-0179-S,0.578125008,1.688692161,0.589168095,0.497749821,0.307957598,0.342077765,-0.761402728,-0.714228187,0.436086284,-0.744451854,-0.750082934,0.500830279,-0.790448177,-0.809511853,0.526311932,-0.805562958,0.536453836,-0.696787098,-0.614795218,0.411572616,0.506048427,0.489162063,0.560413434,-0.680568762,0.468812107,0.555850216,0.483429469,0.663758294,0.505956737,0.557898179,-0.77606004,0.522574579,0.153149067,-0.757123421,0.593208352,-0.828313556,0.416149261,0.467235693,0.490167052,-0.759087554,0.469968712,-0.797555467,-0.665580056,0.407589665,-0.714067402,0.49981252,0.511052085,0.597738497,-0.821509498,0.64052534,0.492440638,-0.595427001,-0.658073586,0.14485701,-0.511324939,-0.859293339,-0.650357539,0.556189469,-0.69234013,0.662729728,-0.583080278,-0.800440757,0.553116214,0.429657173,0.203295676,-0.192735676,-0.760007074,-0.718233078,-0.784061309,0.563745386,0.134112898,0.383906448,-0.788368122,-0.706529496,-0.730191101,0.597233874,0.424934479,0.160822543,-0.805471595,0.561476056,-0.385811058,0.608863777,-0.453872269,0.461042356,0.614604557,0.440641643,0.570896556,-0.048898189,0.537805937,-0.362545358,-0.787876926,0.683771944,0.512130426,0.592775444,-0.711531189,0.49907376,0.573681314,1.193741633,-0.889868047,0.515987958,0.587144036,0.595292009,0.720547848,-0.884657104,0.614104519,0.50906634,-0.754755853,-0.721267365,-0.936578898,0.670870496,0.577912811,0.55439791,-0.694132343,-0.733213271,0.492911205,-0.789122601,0.593189687,-0.893519932,-0.834896903,-0.786291342,0.509332241,-0.628083074,-0.743213383,-0.65766753,0.491096069,0.607999925,-0.757370657,-0.67352369,0.371534837,-0.728651362,-0.354994353,0.521199883,0.59011545,0.626267207,0.643940795,0.545907082,0.529272539,-0.758839008,-0.820656126,0.578079163,0.416493753,0.487951427,0.382549434,-0.174988408,-0.800826838,0.545451907,-0.822832455,-0.670716664,0.478191674,-0.763831532,0.610235526,0.384214264,0.672977403,0.474295173,-0.802475622,0.37827766,0.548132204,-0.646878556,0.247889468,-0.788171644,0.156237057,-0.8581721,-0.170154049,-0.528230296,-0.649142973,-0.830081537,0.39533365,-0.748969882,-0.646082817,0.459964343,0.447501698,0.448836115,0.564981892,-0.697788812,0.157939218,0.543137387,0.140813478,0.159025418,0.460789881,0.155538248,-0.808762614,0.547824715,0.313306404,0.582065716,0.601478469,0.662838446,-0.900720222,-0.53650336,-0.809808208,-0.75933348,0.499610147,0.55140292,0.320916025,0.379033448,-0.738093475,-0.807520541,0.519667677,0.570975475,0.448899971,-0.845396399,0.626372323
BGEM-0030-S,0.401007628,0.589168095,1.835613709,0.300886329,0.200938913,0.343925975,-0.68017515,-0.630894357,0.365202983,-0.667305139,-0.648648502,0.457854816,-0.680325456,-0.726507125,0.475503845,-0.6959668,0.474127184,-0.605818106,-0.463666406,0.320943204,0.364276586,0.312176324,0.469059998,-0.594141375,0.438276694,0.438563553,0.381413133,0.589978897,0.411312282,0.502614306,-0.673309201,0.390149231,0.245368646,-0.655162426,0.443143145,-0.733856084,0.41444317,0.403395172,0.41368902,-0.664169338,0.337609184,-0.700925923,-0.511357686,0.422536129,-0.627574194,0.346917036,0.358617344,0.511782331,-0.758909085,0.571419189,0.774288708,-0.474509739,-0.492925035,0.230494552,-0.419039539,-0.776420251,-0.578673915,0.376768376,-0.602621724,0.537610441,-0.445378822,-0.730534284,0.390347675,0.349032457,0.186911643,-0.228141796,-0.687731067,-0.632332254,-0.659984669,0.448301693,0.096271424,0.358834125,-0.703717885,-0.629053679,-0.631389484,0.488503859,0.467393858,0.233559293,-0.716608854,0.474795866,-0.341508708,0.46426166,-0.398182995,0.400887776,0.690369044,0.350867896,0.641921976,-0.0083476,0.514115843,-0.322587153,-0.677754205,0.602752306,0.454345379,0.448304968,-0.580016847,0.556211082,0.56407678,0.51474392,-0.807784805,0.420027096,0.488418719,0.462932481,0.621032686,-0.773481257,0.52762179,0.433838895,-0.644633132,-0.627665557,-0.848506002,0.603212394,0.567584252,0.441257931,-0.601846943,-0.645469476,0.353706358,-0.669916669,0.428973099,-0.795903081,-0.745310138,-0.684988551,0.37453736,-0.567523093,-0.622427762,-0.577558899,0.423372146,0.498940809,-0.675879798,-0.619019183,0.379043599,-0.615105982,-0.357753569,0.465521088,0.576298411,0.536690921,0.636442512,0.441521213,0.425413232,-0.671621776,-0.722446892,0.514633564,0.38404955,0.422991959,0.388610148,-0.176562857,-0.678132426,0.419082033,-0.737655655,-0.585934786,0.3838105,-0.656736548,0.516183454,0.460768596,0.530481538,0.381493689,-0.71696972,0.463783562,0.49258505,-0.506873387,0.139093634,-0.694438195,0.23305467,-0.764899394,-0.094521203,-0.453782216,-0.555804447,-0.739507467,0.300162632,-0.628381722,-0.554455621,0.368018523,0.353976189,0.355508068,0.597963137,-0.577529754,0.228372255,0.422625527,0.229544578,0.246900853,0.299206108,0.245519935,-0.727864138,0.458774992,0.321341728,0.44983783,0.495776192,0.533111733,-0.816004164,-0.384913805,-0.73733474,-0.659347096,0.411152807,0.481177823,0.272148369,0.401285973,-0.642846158,-0.722607022,0.526320774,0.556500233,0.210635466,-0.756731119,0.550091752
BGEM-0138-S,0.40805663,0.497749821,0.300886329,1.951140905,0.30803488,0.417914294,-0.668189621,-0.551772049,0.419708473,-0.587656268,-0.628172145,0.556262493,-0.655373314,-0.680821565,0.41054536,-0.736900849,0.658101344,-0.610682591,-0.430749998,0.473850149,0.40370921,0.537288216,0.493156475,-0.593147848,0.409651054,0.433172504,0.392477177,0.424249423,0.486419548,0.321746147,-0.673632081,0.460122508,-0.005729849,-0.691423229,0.488697063,-0.723121141,0.506400451,0.371610154,0.539938714,-0.653434396,0.422918607,-0.699932395,-0.406960355,0.478621307,-0.60933573,0.798714288,0.382582181,0.39791931,-0.729612798,0.45953078,0.488173775,-0.334766869,-0.532937599,0.004934361,-0.428972193,-0.780429072,-0.583670042,0.440883639,-0.530542196,0.453169126,-0.393506147,-0.715586837,0.425831077,0.390373872,0.239574162,-0.242155314,-0.6904893,-0.631338727,-0.716518146,0.423296174,0.148604841,0.428939043,-0.718587067,-0.612131622,-0.63638561,0.437630934,0.290079999,-0.005823176,-0.658154142,0.493231792,-0.31905774,0.523045473,-0.353418921,0.527334931,0.519439761,0.362261042,0.595261555,0.002979725,0.600610033,-0.448561122,-0.654645032,0.560238568,0.499504376,0.355701927,-0.597913767,0.420758979,0.539795284,0.514618501,-0.804685025,0.40805401,0.424381719,0.490978181,0.383822289,-0.779003947,0.45463322,0.417653305,-0.646535701,-0.608768888,-0.84316833,0.558789865,0.541262326,0.415133466,-0.617835072,-0.637498989,0.460999786,-0.575918956,0.510464941,-0.810772264,-0.601091482,-0.655231521,0.437138755,-0.598584087,-0.658162002,-0.585846044,0.353608774,0.415815902,-0.683179637,-0.606046348,0.553407985,-0.656829876,-0.271983403,0.46539567,0.343497979,0.411901718,0.483811293,0.679270616,0.507760739,-0.658583121,-0.653724202,0.514047403,0.300727181,0.302612722,0.404149978,-0.112908336,-0.68089066,0.436530653,-0.757198083,-0.561509207,0.40283881,-0.686152033,0.502038296,0.256336744,0.551550279,0.435077693,-0.730456674,0.341363892,0.492525451,-0.427553617,0.389480549,-0.702922801,0.01302339,-0.761536333,-0.072596797,-0.493334038,-0.57073945,-0.70323422,0.655993782,-0.54517855,-0.576959966,0.354005006,0.508462823,0.365255705,0.401956293,-0.60720852,0.015976138,0.508461513,-0.002663471,0.003700802,0.583687976,-0.003538129,-0.704030941,0.53427718,0.327140143,0.47610638,0.576873111,0.507842932,-0.800201053,-0.313295019,-0.72712636,-0.659801617,0.358897654,0.424841807,0.318492132,0.251090107,-0.561946699,-0.661980238,0.428847025,0.334889264,0.327472847,-0.749879578,0.428725209
BGEM-0082-S,0.218527688,0.307957598,0.200938913,0.30803488,2.183554274,0.370294074,-0.507027622,-0.532058029,0.232746526,-0.53825726,-0.553563935,0.471782865,-0.547723277,-0.568959025,0.102803032,-0.59693301,0.468835684,-0.460315134,-0.373123444,0.306502673,0.449158996,0.206772039,0.433227846,-0.507481816,0.271593644,0.279252384,0.276535411,0.380051862,0.376335795,0.245362425,-0.566771889,0.31712857,0.131210253,-0.563368878,0.440616101,-0.569396845,0.358469985,0.336561625,0.382859216,-0.573560557,0.284597915,-0.557265921,-0.470245823,0.314235748,-0.52057614,0.280741693,0.671304059,0.391765924,-0.554694342,0.281257122,0.250398502,-0.422603336,-0.424168616,0.140887157,-0.284462749,-0.591161775,-0.491816895,0.457964844,-0.435792952,0.385473693,-0.344436241,-0.56166508,0.299818794,0.376848604,0.238159842,-0.054401885,-0.531894297,-0.494003703,-0.561477443,0.340593696,0.092098871,0.27982381,-0.543602791,-0.47519152,-0.505369342,0.367434326,0.278792624,0.135329429,-0.560179701,0.430933629,-0.216344231,0.366031796,-0.251495257,0.224200029,0.219266776,0.398627616,0.394608971,0.151964955,0.394691819,-0.32215228,-0.553971956,0.331743967,0.492824426,0.325392465,-0.500597529,0.296194744,0.294911411,0.297247543,-0.630358953,0.297904437,0.266775658,0.377866692,0.345482741,-0.620079841,0.539641049,0.294273837,-0.50795009,-0.416342214,-0.674371169,0.286722178,0.292955793,0.32940325,-0.45436936,-0.468175265,0.389157669,-0.54804321,0.359638378,-0.646385067,-0.583746996,-0.561403763,0.223322097,-0.455193589,-0.502068172,-0.495375124,0.301117846,0.319751888,-0.55242665,-0.411842524,0.281077017,-0.523444074,-0.274253387,0.357023247,0.355971758,0.33801917,0.324691363,0.458806101,0.425650644,-0.543495383,-0.573982003,0.414363269,0.395937167,0.579421113,0.364296561,-0.088981813,-0.566329485,0.332963117,-0.584846622,-0.396397986,0.627188365,-0.563560772,0.318564829,0.281513854,0.418231935,0.368106284,-0.533685855,0.403597872,0.363287971,-0.464181835,0.33850349,-0.525832273,0.146804114,-0.58714444,0.047822391,-0.319337067,-0.391805951,-0.568663652,0.237080847,-0.573974144,-0.414810662,0.234640581,0.244754323,0.406361346,0.300429188,-0.505219036,0.14778225,0.447282296,0.142767458,0.129780542,0.474130786,0.143340849,-0.543658788,0.395232463,0.329214303,0.372473023,0.337254867,0.418229315,-0.641145307,-0.232038952,-0.538056524,-0.51845155,0.385259531,0.434814412,0.290815484,0.334781528,-0.56355848,-0.568086659,0.235368862,0.362172626,0.283406927,-0.595497078,0.22017418
BGEM-0268-S,0.236916787,0.342077765,0.343925975,0.417914294,0.370294074,1.81270691,-0.699987737,-0.62872294,0.336702107,-0.686525342,-0.629495429,0.540129626,-0.627538173,-0.745924789,0.432325026,-0.739079798,0.74175216,-0.65531568,-0.509214758,0.702108321,0.426212901,0.39385875,0.561734426,-0.635872146,0.656141469,0.443499426,0.297162402,0.530805728,0.428688205,0.340234795,-0.721622009,0.4758467,-0.07919226,-0.711702781,0.505606022,-0.744453819,0.474865616,0.458749449,0.534929489,-0.692604394,0.473461776,-0.727123085,-0.595740057,0.535549052,-0.650414518,0.474476261,0.608470819,0.543967838,-0.740809138,0.294314771,0.410762141,-0.395460128,-0.47877431,-0.085114784,-0.45379335,-0.785372477,-0.596643532,0.431201168,-0.567605942,0.477581607,-0.474998644,-0.747779876,0.426614045,0.535566735,0.248650496,-0.158438678,-0.704976659,-0.623776261,-0.700991416,0.603768756,0.075800634,0.342575839,-0.710366398,-0.629909999,-0.609603596,0.555179241,0.359447794,-0.08507778,-0.735565776,0.562467946,-0.222637772,0.45813971,-0.357835763,0.342636092,0.30597742,0.367190693,0.578865406,0.027260566,0.536559935,-0.207204696,-0.626678251,0.525807637,0.609022597,0.60192906,-0.657027337,0.458335534,0.489501644,0.394489446,-0.80962843,0.476368679,0.361845489,0.643806207,0.382367364,-0.729118982,0.529859028,0.439498792,-0.619951147,-0.603510136,-0.849823064,0.498557348,0.485637235,0.590274597,-0.618697613,-0.650669941,0.454739974,-0.629898538,0.435488661,-0.817361177,-0.71634983,-0.689399171,0.475965897,-0.617152308,-0.672122797,-0.603953523,0.48873112,0.414821719,-0.73380238,-0.612503622,0.558008534,-0.686390099,-0.260866637,0.570635567,0.436495287,0.339953175,0.415943613,0.606334768,0.571797084,-0.680639822,-0.675385981,0.472968614,0.527866406,0.356907652,0.596996789,-0.088956598,-0.726840156,0.446396832,-0.758850469,-0.556974478,0.508341988,-0.712223777,0.489920471,0.429964007,0.59728856,0.654252653,-0.723354951,0.519598582,0.53424869,-0.575919611,0.364922674,-0.701349989,-0.066955238,-0.769770757,-0.113280663,-0.488601848,-0.606289327,-0.681388734,0.287853568,-0.71230335,-0.570121524,0.572719224,0.530834872,0.372752351,0.361733169,-0.619457986,-0.072690779,0.484166919,-0.088960855,-0.072789346,0.525693352,-0.070221042,-0.729773583,0.453508707,0.323578966,0.5394187,0.516245672,0.554041956,-0.78776788,-0.367998624,-0.746155324,-0.672775106,0.557734119,0.463076566,0.498043229,0.411224194,-0.685366773,-0.6664629,0.536390636,0.418210977,0.389863682,-0.739750118,0.352893264
BGEM-0212-N,-0.730183896,-0.761402728,-0.68017515,-0.668189621,-0.507027622,-0.699987737,2.270417844,1.089713355,-0.656200162,1.154402664,1.101644197,-0.762654952,1.102153405,1.160691947,-0.726247118,1.185900822,-0.875522154,1.12426774,0.885516949,-0.744493769,-0.830365777,-0.769715743,-0.902112601,1.052220958,-0.840879025,-0.809590772,-0.659867764,-0.87999008,-0.726790381,-0.817218403,1.052103398,-0.796068124,-0.379598401,1.189253404,-0.932834341,1.162097098,-0.74610424,-0.820273975,-0.803924653,1.174849222,-0.806483133,1.085173059,0.93352849,-0.728138226,1.101721806,-0.771242055,-0.855178747,-0.88624498,1.415200986,-0.77145065,-0.698839646,0.910216617,0.880282756,-0.375121306,0.768883906,1.299090903,1.016480168,-0.852561323,0.840948044,-0.839617632,0.727011016,1.747336802,-0.819828295,-0.805393659,-0.498939248,0.177374893,1.185843188,1.043188503,1.150994413,-0.825390935,-0.279631337,-0.732009511,1.175516922,1.056340134,0.995950762,-0.897412503,-0.721587952,-0.383970052,1.211069746,-0.903748614,0.590176031,-0.798899709,0.67462062,-0.698380868,-0.738857122,-0.804742987,-0.835287241,0.004879674,-0.861466721,0.456328504,1.101631099,-0.863069987,-0.764847982,-0.742519813,0.985386428,-0.779155235,-0.864622824,-0.784618654,1.343288137,-0.810421549,-0.843261657,-0.899025266,-0.774295989,1.28656211,-0.875144587,-0.841038501,1.022199336,1.029820419,1.398796323,-0.916911706,-0.863550705,-0.810779795,1.018121421,1.092054071,-0.721077108,1.019623828,-0.88730531,1.361751897,1.191978237,1.102755939,-0.781073523,1.078246856,1.070864496,1.033260434,-0.780090147,-0.806608879,1.24429528,1.238494901,-0.792166711,1.213512959,0.456836729,-0.843253798,-0.82363769,-0.752996058,-0.744010759,-0.817032731,-0.909426522,1.088478158,1.087479064,-0.805133324,-0.713836867,-0.715900548,-0.762524949,0.505399392,1.235263154,-0.868893616,1.269073212,0.922731329,-0.848612755,1.163983948,-0.819248683,-0.699976276,-1.003004097,-0.84441335,1.209392473,-0.779894978,-0.912814142,0.923400667,-0.569596926,1.218825744,-0.377695177,1.267631058,0.207328401,0.699848815,0.972739421,1.134132609,-0.66581976,1.07636328,0.953223189,-0.760013623,-0.77089658,-0.810831535,-0.790915142,1.072189417,-0.385866072,-0.846328035,-0.370608189,-0.391361909,-0.792690654,-0.378064884,1.217849245,-0.809783648,-0.626737522,-0.891583961,-0.94681151,-0.933302943,1.337767412,0.62233272,1.262417168,0.990437896,-0.713785782,-0.880714104,-0.676852367,-0.699364899,1.160168659,1.184667263,-0.794104319,-0.75517075,-0.603170227,1.321017929,-0.720902242
BGEM-0253-N,-0.651020655,-0.714228187,-0.630894357,-0.551772049,-0.532058029,-0.62872294,1.089713355,2.386026906,-0.604154913,1.133189838,0.863289967,-0.719758736,1.040987614,1.227349318,-0.675057534,1.092680511,-0.820449168,0.993924739,0.861342208,-0.688433478,-0.782072289,-0.69562067,-0.85302927,1.008563386,-0.801208007,-0.761560566,-0.64928935,-0.838541911,-0.730429167,-0.790513998,0.904383819,-0.690445093,-0.334595932,1.044100819,-0.900008642,1.03050351,-0.709526779,-0.771848847,-0.759382927,1.119080701,-0.730084347,1.059155347,0.871507034,-0.674644929,1.097688098,-0.675821182,-0.8141255,-0.840847589,1.176517653,-0.724144468,-0.666145587,0.951664786,0.846169138,-0.327946765,0.795127569,1.153477576,1.086691839,-0.791367043,0.98830119,-0.824695073,0.906681965,1.232734473,-0.793650453,-0.757692555,-0.446301617,0.16359977,1.117437157,1.14097891,1.112075908,-0.767421854,-0.218239596,-0.677199807,1.123565983,0.918296149,1.006068433,-0.851027806,-0.649664952,-0.335413284,1.214737022,-0.851176803,0.450881459,-0.766534752,0.655316586,-0.623956694,-0.66311654,-0.775274126,-0.780872459,0.016182113,-0.808565808,0.308016542,1.040596949,-0.762317664,-0.724716221,-0.704691765,1.035588706,-0.690908783,-0.821200044,-0.717171438,1.224463701,-0.757454815,-0.820703935,-0.853496234,-0.750092758,1.246393018,-0.867001526,-0.816111245,1.029618373,0.900793825,1.316436372,-0.855585785,-0.820522848,-0.760116775,0.861911014,0.93511964,-0.689172893,1.081871234,-0.845725501,1.230421591,1.297337986,1.019277043,-0.746470673,1.010499029,0.819017089,1.096034402,-0.741208972,-0.779312091,1.198004894,0.970192401,-0.692862436,0.949883706,0.37474006,-0.799172815,-0.79436629,-0.701279912,-0.708223142,-0.771503699,-0.859750807,0.997890662,1.098189119,-0.765067384,-0.672059596,-0.703281703,-0.702844537,0.287646938,1.264337092,-0.832052874,1.131687431,0.962402348,-0.82019702,1.029033521,-0.760094835,-0.679064063,-0.97077078,-0.784535478,1.123544043,-0.727718089,-0.864520655,0.949381048,-0.549540378,1.142323807,-0.335852086,1.142751148,0.222909164,0.891630712,0.718259199,1.092252187,-0.594752424,1.098986823,0.86579507,-0.727253744,-0.66362804,-0.785904279,-0.780600009,0.877474093,-0.341258525,-0.809882215,-0.322512163,-0.342081116,-0.761510464,-0.332404212,1.057163052,-0.780051506,-0.578641496,-0.859284825,-0.895424466,-0.910218658,1.25685551,0.657001391,1.094754016,0.972911012,-0.683329616,-0.815899703,-0.625662784,-0.672463033,1.060629592,1.111851267,-0.748443646,-0.690685452,-0.579361918,1.172113583,-0.665434334
BGEM-0108-S,0.270173103,0.436086284,0.365202983,0.419708473,0.232746526,0.336702107,-0.656200162,-0.604154913,1.869675588,-0.674397366,-0.668444061,0.342027336,-0.693670618,-0.70490167,0.407198672,-0.730045379,0.43037301,-0.568679043,-0.480565868,0.515195494,0.609802945,0.397298437,0.476645714,-0.580566005,0.570460373,0.509731748,0.31310796,0.433145325,0.377760266,0.365000283,-0.712324308,0.433475409,0.239987749,-0.685818346,0.616267095,-0.726533649,0.539847351,0.458305735,0.447207962,-0.70219714,0.332623209,-0.70992694,-0.593682597,0.411033937,-0.623542778,0.421047148,0.454928921,0.496528378,-0.723349712,0.469743089,0.226021387,-0.522871339,-0.58295093,0.210238251,-0.421853442,-0.747377094,-0.582014381,0.570494102,-0.589112175,0.41987417,-0.449706593,-0.703334097,0.447035388,0.553750186,0.32587482,-0.148943516,-0.629858587,-0.602696714,-0.7068324,0.512295468,0.14275698,0.486081277,-0.703701512,-0.600142163,-0.631438931,0.485558316,0.477612389,0.236142661,-0.729756555,0.478695642,-0.388158979,0.33974589,-0.386977159,0.556306046,0.45692056,0.567104189,0.462380376,0.072298728,0.458448182,-0.366867889,-0.687939989,0.541950656,0.281912379,0.485049109,-0.647203073,0.55359464,0.465823338,0.487839761,-0.772554533,0.360805134,0.382464294,0.447678528,0.320644884,-0.752402365,0.454643372,0.53337567,-0.639811871,-0.622186093,-0.831837075,0.651080177,0.460971624,0.506436472,-0.608610068,-0.640253294,0.408024538,-0.69557024,0.54016008,-0.802337105,-0.747202556,-0.702019654,0.484210472,-0.534464893,-0.626558072,-0.590509139,0.365466592,0.342041417,-0.685473199,-0.5960315,0.471537594,-0.65431855,-0.181601882,0.486994903,0.352591342,0.526834238,0.5150203,0.374532448,0.536863494,-0.657848946,-0.704790659,0.346939631,0.498264267,0.366336993,0.324188378,-0.194449625,-0.694768607,0.457734964,-0.733558418,-0.524113084,0.406074159,-0.69121005,0.536669963,0.313676439,0.605993877,0.518416435,-0.70332853,0.31583574,0.477528558,-0.569583827,0.335123073,-0.69764702,0.22365873,-0.750994923,-0.09457065,-0.452515256,-0.553418541,-0.736463356,0.514161033,-0.696752715,-0.594458033,0.341970029,0.372158985,0.569111547,0.568952727,-0.594297576,0.222135693,0.525716602,0.216067775,0.25119555,0.351878779,0.226909143,-0.657025045,0.356374867,0.451221695,0.534696662,0.507903513,0.54787187,-0.806707119,-0.364756398,-0.719020303,-0.648865283,0.334883369,0.486788928,0.610086529,0.216610384,-0.663102459,-0.694156248,0.565697729,0.211552039,0.323073033,-0.731768825,0.425970904
